      3801.02      25.2719     0.249780
      3801.89      23.8023     0.256277
      3802.77      22.3009     0.258172
      3803.64      22.0643     0.264310
      3804.52      21.1588     0.265027
      3805.40      20.4919     0.267852
      3806.27      24.7440     0.268041
      3807.15      30.1927     0.260037
      3808.03      25.1462     0.261098
      3808.90      16.4268     0.270967
      3809.78      23.5638     0.257582
      3810.66      25.0732     0.251782
      3811.54      21.8020     0.249325
      3812.41      25.0479     0.246978
      3813.29      26.7590     0.244887
      3814.17      21.4331     0.250229
      3815.05      19.0401     0.255279
      3815.93      24.3910     0.248464
      3816.81      23.9200     0.251612
      3817.68      21.6444     0.264164
      3818.56      19.2115     0.276096
      3819.44      25.9835     0.275506
      3820.32      24.2349     0.280596
      3821.20      21.1797     0.291725
      3822.08      25.0069     0.290128
      3822.96      23.0927     0.295054
      3823.84      14.7859     0.303094
      3824.72      20.5830     0.284607
      3825.60      24.1392     0.275808
      3826.48      20.9235     0.290444
      3827.37      19.0541     0.293577
      3828.25      23.2670     0.288311
      3829.13      24.9736     0.284510
      3830.01      22.7722     0.282493
      3830.89      20.0610     0.282004
      3831.78      21.4638     0.268153
      3832.66      26.3778     0.253949
      3833.54      25.0018     0.255744
      3834.42      25.9700     0.261697
      3835.31      21.9090     0.276988
      3836.19      18.7693     0.295478
      3837.07      22.0031     0.299599
      3837.96      18.6891     0.303445
      3838.84      17.4397     0.297861
      3839.72      23.7898     0.278504
      3840.61      25.4387     0.272113
      3841.49      19.2597     0.282158
      3842.38      21.1699     0.289775
      3843.26      24.4300     0.295589
      3844.15      22.9602     0.300086
      3845.03      25.6205     0.293918
      3845.92      24.3463     0.291482
      3846.80      20.1756     0.288812
      3847.69      20.3878     0.291908
      3848.58      22.7526     0.289145
      3849.46      22.7193     0.293540
      3850.35      26.1301     0.291180
      3851.23      21.9507     0.304365
      3852.12      27.9779     0.300352
      3853.01      27.3116     0.304077
      3853.90      23.0969     0.310244
      3854.78      22.0580     0.312285
      3855.67      23.0975     0.303286
      3856.56      24.0392     0.305572
      3857.45      23.7381     0.307325
      3858.34      21.0906     0.314739
      3859.22      21.9389     0.318190
      3860.11      25.8276     0.312438
      3861.00      29.4416     0.307702
      3861.89      21.8276     0.314785
      3862.78      26.8228     0.304535
      3863.67      25.7870     0.307424
      3864.56      18.6192     0.324167
      3865.45      23.3147     0.322712
      3866.34      21.9911     0.330163
      3867.23      20.0332     0.333019
      3868.12      24.1681     0.322835
      3869.01      21.9145     0.323332
      3869.90      24.8644     0.319484
      3870.79      23.9459     0.325194
      3871.68      24.4558     0.327457
      3872.58      25.6612     0.332295
      3873.47      24.8194     0.336284
      3874.36      24.8516     0.334306
      3875.25      24.4390     0.329196
      3876.14      26.3116     0.322659
      3877.04      25.2331     0.323036
      3877.93      27.4235     0.312095
      3878.82      29.0450     0.311181
      3879.72      26.6224     0.314903
      3880.61      24.1660     0.322305
      3881.50      23.1290     0.331995
      3882.40      25.0941     0.331005
      3883.29      27.6888     0.333633
      3884.19      21.0274     0.343014
      3885.08      27.8484     0.328116
      3885.97      24.7303     0.327067
      3886.87      26.5776     0.319346
      3887.76      22.3088     0.318936
      3888.66      21.6304     0.318459
      3889.56      25.8227     0.315250
      3890.45      24.4116     0.327926
      3891.35      20.1186     0.340890
      3892.24      24.8338     0.341800
      3893.14      26.9252     0.339980
      3894.04      28.9441     0.342040
      3894.93      21.0812     0.374332
      3895.83      24.3659     0.365704
      3896.73      24.2072     0.366101
      3897.62      21.3020     0.368704
      3898.52      21.3085     0.371473
      3899.42      24.7286     0.361608
      3900.32      28.5555     0.345957
      3901.22      23.7299     0.347434
      3902.11      23.8725     0.333956
      3903.01      23.2069     0.330690
      3903.91      24.6733     0.322418
      3904.81      27.0900     0.322921
      3905.71      25.0241     0.337102
      3906.61      25.4006     0.346877
      3907.51      28.4419     0.345864
      3908.41      28.3430     0.346269
      3909.31      29.5945     0.347783
      3910.21      26.3923     0.349927
      3911.11      26.0137     0.341236
      3912.01      22.9535     0.343482
      3912.91      23.5022     0.348655
      3913.81      27.2013     0.350432
      3914.71      26.4120     0.357061
      3915.61      28.4941     0.358486
      3916.52      30.4521     0.360873
      3917.42      23.0271     0.373497
      3918.32      27.3880     0.354775
      3919.22      29.5977     0.342714
      3920.13      25.8268     0.350795
      3921.03      19.6212     0.381258
      3921.93      22.4188     0.387584
      3922.83      22.5423     0.392931
      3923.74      22.6964     0.397978
      3924.64      26.7656     0.389212
      3925.55      27.3253     0.389685
      3926.45      22.8104     0.402883
      3927.35      24.7511     0.396696
      3928.26      22.4144     0.412154
      3929.16      20.0485     0.428526
      3930.07      22.4653     0.412432
      3930.97      26.5786     0.399691
      3931.88      24.5743     0.405180
      3932.78      23.6353     0.405431
      3933.69      24.3051     0.399951
      3934.59      23.2873     0.399290
      3935.50      24.3257     0.404631
      3936.41      22.0360     0.407167
      3937.31      21.0473     0.410997
      3938.22      25.5932     0.392529
      3939.13      26.9591     0.383564
      3940.03      25.1236     0.374521
      3940.94      25.4721     0.364545
      3941.85      27.2276     0.345385
      3942.76      26.1704     0.343237
      3943.67      24.0859     0.342411
      3944.57      26.0872     0.345726
      3945.48      25.8825     0.351434
      3946.39      22.6512     0.360239
      3947.30      25.4789     0.356197
      3948.21      22.7003     0.361172
      3949.12      23.2619     0.357193
      3950.03      23.8438     0.346959
      3950.94      24.5026     0.343637
      3951.85      26.9205     0.333485
      3952.76      26.0091     0.337804
      3953.67      23.0373     0.339376
      3954.58      22.6117     0.347467
      3955.49      26.5441     0.266216
      3956.40      28.2702     0.269476
      3957.31      25.7615     0.283716
      3958.22      25.2512     0.369632
      3959.13      29.5360     0.368197
      3960.04      29.6142     0.358465
      3960.96      22.9883     0.371302
      3961.87      20.0441     0.398572
      3962.78      23.5864     0.393464
      3963.69      26.3086     0.393560
      3964.61      22.8541     0.411426
      3965.52      27.5972     0.403629
      3966.43      23.0610     0.424462
      3967.35      17.3892     0.451642
      3968.26      21.4354     0.447839
      3969.17      24.7434     0.435219
      3970.09      21.2423     0.451414
      3971.00      23.5106     0.437381
      3971.92      26.9989     0.421014
      3972.83      23.3461     0.433510
      3973.75      22.9469     0.436870
      3974.66      25.7322     0.423160
      3975.58      25.8807     0.420204
      3976.49      25.9638     0.425583
      3977.41      23.5357     0.434943
      3978.32      23.6437     0.444420
      3979.24      25.2345     0.444197
      3980.16      20.9356     0.462526
      3981.07      24.3191     0.447218
      3981.99      23.7519     0.452102
      3982.91      24.2675     0.459535
      3983.82      24.3898     0.457739
      3984.74      25.0769     0.448920
      3985.66      23.7517     0.447845
      3986.58      24.0569     0.446118
      3987.49      25.1981     0.449714
      3988.41      23.4672     0.459318
      3989.33      23.6339     0.457002
      3990.25      25.8455     0.447221
      3991.17      23.2881     0.453911
      3992.09      21.8539     0.449688
      3993.01      24.7563     0.434474
      3993.93      22.1099     0.438151
      3994.85      20.7368     0.447805
      3995.76      23.1992     0.448324
      3996.69      25.5462     0.448773
      3997.61      25.5444     0.449781
      3998.53      23.6725     0.453387
      3999.45      21.3243     0.459957
      4000.37      20.7034     0.463620
      4001.29      22.5985     0.460502
      4002.21      24.3295     0.458178
      4003.13      22.5274     0.458756
      4004.05      24.5333     0.451192
      4004.98      23.5851     0.456796
      4005.90      21.4100     0.469356
      4006.82      23.6403     0.465937
      4007.74      23.2891     0.459546
      4008.67      23.1001     0.448613
      4009.59      21.9136     0.446893
      4010.51      24.5436     0.442167
      4011.44      24.2773     0.444967
      4012.36      23.8991     0.447252
      4013.28      22.8307     0.458335
      4014.21      21.7340     0.470550
      4015.13      21.5626     0.476511
      4016.06      23.7201     0.469622
      4016.98      27.3228     0.454122
      4017.91      25.3804     0.451674
      4018.83      24.3061     0.456280
      4019.76      23.1495     0.461252
      4020.68      20.3900     0.470812
      4021.61      20.5141     0.459168
      4022.54      21.9171     0.447023
      4023.46      25.5822     0.418613
      4024.39      25.6461     0.398390
      4025.32      21.3597     0.391676
      4026.24      22.1971     0.405512
      4027.17      23.8702     0.450197
      4028.10      26.4657     0.449122
      4029.03      23.1847     0.457116
      4029.95      22.9800     0.462731
      4030.88      22.1554     0.463712
      4031.81      21.1892     0.464306
      4032.74      24.3261     0.457964
      4033.67      24.0217     0.457724
      4034.59      18.8658     0.474399
      4035.53      21.3351     0.469613
      4036.45      27.2451     0.442335
      4037.38      23.5636     0.451084
      4038.31      19.8598     0.465346
      4039.24      19.7942     0.472915
      4040.17      21.5013     0.470593
      4041.10      22.5749     0.461603
      4042.03      23.8578     0.451978
      4042.96      24.1590     0.436073
      4043.90      24.6722     0.433818
      4044.83      24.7931     0.429054
      4045.76      18.1294     0.423512
      4046.69      20.5246     0.366463
      4047.62      23.2188     0.351965
      4048.55      17.3560     0.394078
      4049.49      20.1606     0.434645
      4050.42      23.9650     0.441738
      4051.35      23.1180     0.443283
      4052.29      21.4136     0.444197
      4053.22      23.1863     0.435231
      4054.15      23.0701     0.445007
      4055.09      17.9276     0.471654
      4056.02      23.2084     0.471894
      4056.95      19.4642     0.505396
      4057.89      21.5775     0.497954
      4058.82      20.5258     0.497530
      4059.76      22.1236     0.483533
      4060.69      20.2888     0.485846
      4061.63      20.4769     0.495862
      4062.56      21.7742     0.498709
      4063.50      20.5583     0.492818
      4064.43      23.7672     0.474991
      4065.37      23.9900     0.468382
      4066.31      24.2491     0.464800
      4067.24      19.0027     0.484669
      4068.18      20.3284     0.483073
      4069.11      19.9841     0.497069
      4070.05      18.5342     0.506496
      4070.99      22.2343     0.488218
      4071.93      22.5783     0.474802
      4072.86      21.0979     0.466490
      4073.80      25.3130     0.454086
      4074.74      18.8144     0.468683
      4075.68      24.6429     0.449580
